name,rating,priceLevel,numberOfReviews,address,rest_lat,rest_long,nearest_station_id,nearest_station_name,distance_to_station_km,distance_band
Hophaus Bar,4,$$ - $$$,471,"Southgate Ave Shop MR5, Mid-Level, Southbank Promenade, Melbourne, Victoria 3006 Australia",-37.820213850504,144.964965127858,19854,Flinders Street,0.275,250–500 m
Hunky Dory,4.5,$,245,"670 Chapel Street Shop 17, Melbourne, Victoria 3205 Australia",-37.837226306012,144.996288383844,19959,South Yarra,0.372,250–500 m
Waiters Restaurant - Italian Waiters Club,4,$$ - $$$,282,"20 Meyers Pl, Melbourne, Victoria 3000 Australia",-37.812087595375,144.972347153803,19843,Parliament,0.125,<=250 m
Gopal's Vegetarian,4.5,$,170,"139 Swanston St, Melbourne, Victoria 3000 Australia",-37.814425224352,144.965762833583,19854,Flinders Street,0.444,250–500 m
Sushi Hub Swanston,4.5,$,191,"55 Swanston St, Melbourne, Victoria 3000 Australia",-37.816418985751,144.966679143238,19854,Flinders Street,0.211,<=250 m
Spaghetti Tree,4,$$ - $$$,786,"59 Bourke St, Melbourne, Victoria 3000 Australia",-37.81201966005,144.971517932122,19843,Parliament,0.163,<=250 m
Arbory Bar & Eatery,4,$$ - $$$,827,"Flinders Walk, Melbourne, Victoria 3000 Australia",-37.819167602938,144.965429023486,19854,Flinders Street,0.165,<=250 m
La Spaghettata,4,$$ - $$$,536,"238 Lygon St, Melbourne, Victoria 3053 Australia",-37.801604977717,144.967045013312,19842,Melbourne Central,1.006,>1000 m
Triim Food & Drink,4,$$ - $$$,224,"33 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.813841634343,144.96120098278,19842,Melbourne Central,0.451,250–500 m
Gourmet Curry Hut,4.5,$$ - $$$,175,"318 Hub Arcade Little Collins Street, Melbourne, Victoria 3000 Australia",-37.814972855996,144.964077903407,19854,Flinders Street,0.449,250–500 m
Little Billy,4,$$ - $$$,162,"Shop W2 195 William St, Melbourne, Victoria 3000 Australia",-37.814556778322,144.957419068067,19841,Flagstaff,0.326,250–500 m
Thirty Eight Chairs,4.5,$$ - $$$,283,"4A Bond St, Yarra, Victoria 3141 Australia",-37.841118819938,144.994738318489,19959,South Yarra,0.364,250–500 m
The Fitz Cafe & Rooftop,4.5,$$ - $$$,257,"347 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.796837015914,144.978510031932,19975,Victoria Park,1.424,>1000 m
Restaurant 1903,4.5,$$ - $$$,155,"44 Spencer St Very Close to Southern Cross Railway Station, Melbourne, Victoria 3000 Australia",-37.819740021517,144.954748761353,22180,Southern Cross,0.355,250–500 m
Universal Restaurant,4,$$ - $$$,363,"141 Lygon Street Carlton, Melbourne, Victoria 3053 Australia",-37.803869348859,144.966109257641,19842,Melbourne Central,0.742,500–1000 m
Pho Bo Ga Mekong,4,$,448,"241 Swanston St, Melbourne, Victoria 3000 Australia",-37.812390475447,144.964830430674,19842,Melbourne Central,0.336,250–500 m
Gradi Crown,4,$$ - $$$,1093,"Crown Entertainment Complex 8 Whiteman St Shop 25, Melbourne, Victoria 3006 Australia",-37.824313397437,144.956855720355,22180,Southern Cross,0.855,500–1000 m
Pinchy's,4.5,$$ - $$$,146,"Level 1, 200 Bourke St Midcity Arcade, Melbourne, Victoria 3000 Australia",-37.812786227005,144.967407195348,19843,Parliament,0.52,500–1000 m
Agathe Patisserie,4.5,$,73,"64/362 Coventry Street South Melbourne Market Stall, Melbourne, Victoria 3205 Australia",-37.832732390534,144.956419526113,22180,Southern Cross,1.703,>1000 m
Claypots Barbarossa,4.5,$$ - $$$,190,"79 Hardware Lane Melbourne CBD, Melbourne, Victoria 3000 Australia",-37.812972389074,144.960651968122,19842,Melbourne Central,0.378,250–500 m
Seedling Cafe,4.5,$$ - $$$,75,"349 Little Collins St, Melbourne, Victoria 3000 Australia",-37.815460221756,144.963275503816,19854,Flinders Street,0.453,250–500 m
Vespa Rossa,4.5,$$ - $$$,122,"30 Block Pl, Melbourne, Victoria 3000 Australia",-37.815307629209,144.964399517032,19854,Flinders Street,0.402,250–500 m
Ides,4.5,$$$$,129,"92 Smith St, Melbourne, Victoria 3066 Australia",-37.805688682853,144.983312443357,19976,Collingwood,0.926,500–1000 m
Uncle Collins Street,4.5,$$ - $$$,81,"15 Collins St Level 1, Melbourne, Victoria 3000 Australia",-37.813751947979,144.973301936394,19843,Parliament,0.302,250–500 m
Mr. Hive,4,$$ - $$$,456,"Level 1, Crown Metropol 8 Whiteman Street, Melbourne, Victoria Australia",-37.824313397437,144.956855720355,22180,Southern Cross,0.855,500–1000 m
Sosta Ristorante,4.5,$$ - $$$,183,"12 Errol Street, Melbourne, Victoria 3051 Australia",-37.804826059288,144.949568326096,19973,North Melbourne,0.727,500–1000 m
Gordon's Cafe & Bar,4,$$ - $$$,147,"306 Little Collins St Shop 4, Melbourne, Victoria 3000 Australia",-37.814879397775,144.964421226161,19854,Flinders Street,0.442,250–500 m
Isan Soul Thai Street Food,4.5,$$ - $$$,89,"98 Bourke St, Melbourne, Victoria 3000 Australia",-37.811987012537,144.970202979152,19843,Parliament,0.26,250–500 m
Oriental Spoon,4,$$ - $$$,217,"254 La Trobe St, Melbourne, Victoria 3000 Australia",-37.810002806508,144.961492337734,19842,Melbourne Central,0.097,<=250 m
Oak & Vine,4.5,$$ - $$$,108,"60 Market St, Melbourne, Victoria 3000 Australia",-37.817827061665,144.960705444664,19854,Flinders Street,0.552,500–1000 m
The Bond Store,4.5,$$ - $$$,154,"1 Riverside Qy, Melbourne, Victoria 3006 Australia",-37.822004350751,144.96369149767,19854,Flinders Street,0.502,500–1000 m
Transformer Fitzroy,4.5,$$ - $$$,285,"99 Rose Street, Fitzroy, Yarra, Victoria 3065 Australia",-37.79587821001,144.979331961358,19975,Victoria Park,1.378,>1000 m
Windows Restaurant,4,$$ - $$$,208,"65 Queens Rd, Melbourne, Victoria 3004 Australia",-37.849924721685,144.978368461588,19958,Prahran,1.01,>1000 m
Code Black,4.5,$$ - $$$,187,"15-17 Weston St, Brunswick, Moreland, Victoria 3056 Australia",-37.774777397409,144.962365480588,19969,Jewell,0.322,250–500 m
Grill'd Degraves St,4,$,219,"15 Degraves St, Melbourne, Victoria 3000 Australia",-37.817579334517,144.965763336497,19854,Flinders Street,0.133,<=250 m
Bistro Gitan,4.5,$$ - $$$,268,"52 Toorak Rd West, South Yarra, Victoria 3141 Australia",-37.837238501682,144.979293069327,19959,South Yarra,1.154,>1000 m
Topolino's,4,$$ - $$$,386,"87 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.86050901183,144.976645980485,19957,Windsor,1.439,>1000 m
Kirks Wine Bar,4,$$ - $$$,217,"Cnr Hardware Lane and Little Bourke, Melbourne, Victoria 3000 Australia",-37.813684808935,144.961263092682,19842,Melbourne Central,0.433,250–500 m
Saporito Taquito,4.5,$$ - $$$,96,"163 Inkerman St Unit 211, Melbourne, Victoria 3182 Australia",-37.865115077172,144.988217700733,19956,Balaclava,0.673,500–1000 m
Esca Grill,4.5,$$$$,345,"650 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.770146982637,144.926414994954,20039,Ascot Vale,0.702,500–1000 m
ShanDong MaMa,4,$,220,"200 Bourke St Mid City Centre, Shop 7, Melbourne, Victoria 3000 Australia",-37.812786227005,144.967407195348,19843,Parliament,0.52,500–1000 m
Simply Spanish,4,$$ - $$$,251,"116 Cecil St, Melbourne, Victoria 3205 Australia",-37.8312282161,144.956675677074,22180,Southern Cross,1.549,>1000 m
Milk the Cow,4.5,$$ - $$$,152,"323 Lygon St, Melbourne, Victoria 3053 Australia",-37.797786014992,144.967173004973,19842,Melbourne Central,1.41,>1000 m
Bluetrain,3.5,$$ - $$$,667,"Southgate Complex, Upper Level, Melbourne, Victoria 3006 Australia",-37.8206516,144.9657317,19854,Flinders Street,0.282,250–500 m
Peko Peko,4.5,$,208,"190 Wells St, Melbourne, Victoria 3205 Australia",-37.831649093365,144.969737125578,19854,Flinders Street,1.504,>1000 m
Republica,4,$$ - $$$,492,"10-18 Jacka Boulevard St. Kilda Sea Baths, St Kilda, Port Phillip, Victoria 3182 Australia",-37.86503,144.9715,19956,Balaclava,1.995,>1000 m
Tsindos-The Greeks Restaurant,4,$$ - $$$,718,"197 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.81125699068,144.966554001424,19842,Melbourne Central,0.378,250–500 m
Tulum Restaurant,4,$$ - $$$,167,"217 Carlisle Street, Balaclava Near the Balaclava train station, Melbourne, Victoria 2575 Australia",-37.868988061263,144.993938601107,19956,Balaclava,0.067,<=250 m
Melbourne Hwaro Korean Barbecue,4,$$ - $$$,141,"Level Ground 562 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.81515859897,144.955702873392,19841,Flagstaff,0.353,250–500 m
Journeyman,4.5,$$ - $$$,203,"169 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.85222098597,144.993113989473,19958,Prahran,0.415,250–500 m
Square & Compass,4.5,$$ - $$$,113,"222 Clarendon Street, Melbourne, Victoria Australia",-37.809757510112,144.983918874051,19979,Jolimont,0.753,500–1000 m
Amaru Melbourne Restaurant,4.5,$$$$,118,"Shop 5 1121 High St, Armadale, Stonnington, Victoria 3143 Australia",-37.855889619261,145.024664395035,19945,Armadale,0.473,250–500 m
Don Don Japanese,4,$,241,"198 Little Lonsdale St, Melbourne, Victoria 3000 Australia",-37.810526549728,144.961730383784,19842,Melbourne Central,0.1,<=250 m
Beer DeLuxe,4,$$ - $$$,304,"Federation Square Corner Swanston and Flinders Streets, Melbourne, Victoria 3000 Australia",-37.818213341673,144.968058972139,19854,Flinders Street,0.097,<=250 m
Grill'd QV,4,$$ - $$$,235,"Level 2, Queen Victoria Square, Melbourne, Victoria 3000 Australia",-37.81041060807262,144.96537371122822,20002,Melbourne Central,0.292,250–500 m
Rumi Brunswick,4.5,$$ - $$$,265,"116 Lygon St, Brunswick East, Moreland, Victoria 3057 Australia",-37.774770398519,144.971357502496,19969,Jewell,1.111,>1000 m
Abbey Road Cafe,4,$$ - $$$,805,"129-131 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.868581622778,144.979500102335,19956,Balaclava,1.234,>1000 m
Spicy Korea,4.5,$,72,"U 1 601 Little Collins St, Melbourne, Victoria 3000 Australia",-37.817928315056,144.954839285908,22180,Southern Cross,0.301,250–500 m
The Meat & Wine Co Hawthorn East,4,$$ - $$$,417,"482 Riversdale Rd, Hawthorn, Boroondara, Victoria 3123 Australia",-37.831451258544,145.055925541118,19853,Camberwell,0.595,500–1000 m
Nine Elephants,4.5,$$ - $$$,145,"67 Village St Docklands, Melbourne, Victoria 3008 Australia",-37.819486611528,144.949598624028,22180,Southern Cross,0.235,<=250 m
Little Black Pig & Sons,4.5,$$ - $$$,196,"48 Burgundy St, Heidelberg, Banyule, Victoria 3084 Australia",-37.756281345038,145.068678858256,19935,Heidelberg,0.708,500–1000 m
GRK Greek Kitchen & Bar,4.5,$$ - $$$,115,"845/847 High St, Thornbury, Darebin, Victoria 3071 Australia",-37.755031226089,145.000968419482,20014,Thornbury,0.211,<=250 m
The Boatbuilders Yard,4,$$ - $$$,680,"23 South Wharf Prom, Melbourne, Victoria 3006 Australia",-37.823648293421,144.955937315224,22180,Southern Cross,0.749,500–1000 m
La Petite Creperie,4.5,$,155,"125 Swanston St Opposite Melbourne Town Hall, Melbourne, Victoria Australia",-37.815058141861,144.966617368612,19854,Flinders Street,0.362,250–500 m
Lord Cardigan,4.5,$$ - $$$,114,"59 Cardigan Pl, Melbourne, Victoria 3206 Australia",-37.841152599007,144.9531691917,22180,Southern Cross,2.586,>1000 m
400 Gradi,4,$$ - $$$,773,"99 Lygon St, Brunswick West, Moreland, Victoria 3057 Australia",-37.775962263241,144.970523586949,19969,Jewell,1.043,>1000 m
Belgian Beer Cafe,4,$$ - $$$,256,"5 Riverside Qy Southbank, Melbourne, Victoria 3006 Australia",-37.821334510958,144.964697074594,19854,Flinders Street,0.391,250–500 m
Indian Palace Restaurant,4.5,$$ - $$$,153,"131 Church St, Brighton, Bayside, Victoria 3186 Australia",-37.91552292086,144.996444371062,19951,Middle Brighton,0.045,<=250 m
Anada,4.5,$$ - $$$,219,"197 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.806003004222,144.981168017248,19843,Parliament,0.917,500–1000 m
Ish Restaurant,5,$$ - $$$,62,"199 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.806003004222,144.981214033897,19843,Parliament,0.921,500–1000 m
L'Hotel Gitan,4,$$ - $$$,256,"32 Commercial Rd, Prahran, Stonnington, Victoria 3181 Australia",-37.846262961554,144.989477919875,19958,Prahran,0.364,250–500 m
Hawker Hall,4,$$ - $$$,506,"98 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.854552412338,144.993069062472,19957,Windsor,0.19,<=250 m
Crossways Restaurant,4.5,$,104,"309-325 Bourke St, Melbourne, Victoria 3000 Australia",-37.814122176643,144.96438753091,19842,Melbourne Central,0.491,250–500 m
Le Petite Bourke,4.5,$$ - $$$,130,"24 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.810557143673996,144.971518435037,19843,Parliament,0.134,<=250 m
Royal Stacks,4,$,169,"470 Collins St, Melbourne, Victoria 3000 Australia",-37.817621746947,144.958378293066,22180,Southern Cross,0.613,500–1000 m
Donnini's Restaurant,4.5,$$ - $$$,297,"320 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.799529995676,144.967409039367,19842,Melbourne Central,1.232,>1000 m
City Wine Shop,4.5,$$ - $$$,255,"159 Spring St, Melbourne, Victoria 3000 Australia",-37.810955996537,144.972604981145,19843,Parliament,0.029,<=250 m
Rock Paper Scissors,4.5,$$ - $$$,76,"136-138 Rouse St, Melbourne, Victoria 3207 Australia",-37.842164420449,144.939974315902,22180,Southern Cross,2.875,>1000 m
Ricardo's Trattoria,4.5,$$ - $$$,176,"99 Dundas Pl, Albert Park, Port Phillip, Victoria 3206 Australia",-37.841266006157,144.955196522621,22180,Southern Cross,2.615,>1000 m
Lune Croissanterie,4.5,$,156,"161 Collins St Shop 16, Enter via Russell Street, Melbourne, Victoria 3000 Australia",-37.815099464643,144.968625756432,19854,Flinders Street,0.385,250–500 m
Maccaroni Trattoria Italiana,4,$$ - $$$,408,"10-16 Manchester Lane, Melbourne, Victoria 3000 Australia",-37.815876844253,144.965984870198,19854,Flinders Street,0.283,250–500 m
Mjolner,4.5,$$$$,136,"106 Hardware St, Melbourne, Victoria 3000 Australia",-37.81213998227,144.960678035841,19842,Melbourne Central,0.297,250–500 m
Ten Square Cafe,5,$$ - $$$,64,"120 Hardware St, Melbourne, Victoria 3000 Australia",-37.811972595664,144.960607544035,19842,Melbourne Central,0.286,250–500 m
Koko Black,4.5,$$ - $$$,187,"167 Lygon St, Melbourne, Victoria 3053 Australia",-37.801784979087,144.966494992825,19842,Melbourne Central,0.969,500–1000 m
University Cafe,4,$$ - $$$,269,"257 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.799484817218,144.966876872334,19842,Melbourne Central,1.222,>1000 m
Asado,4,$$$$,211,"6 Riverside Quay, Melbourne, Victoria 3006 Australia",-37.820635837419,144.963763246762,19854,Flinders Street,0.382,250–500 m
Le Petit Gateau,4.5,$$ - $$$,76,"458 Little Collins St, Melbourne, Victoria 3000 Australia",-37.815573670815,144.95936836347,19841,Flagstaff,0.516,500–1000 m
The Lady Of St Kilda,4.5,$$ - $$$,53,"204 Barkly St Corner Smith Street, St Kilda, Port Phillip, Victoria 3182 Australia",-37.869977083928,144.980902897651,19956,Balaclava,1.108,>1000 m
Paris Go Bistro,4,$$ - $$$,169,"116 Rathdowne St, Melbourne, Victoria 3053 Australia",-37.796975987869,144.970852492829,19843,Parliament,1.576,>1000 m
ShanDong MaMa mini,4.5,$,63,"5 Centre Pl, Melbourne, Victoria 3000 Australia",-37.816610470329,144.965533337074,19854,Flinders Street,0.227,<=250 m
Tokyo Tina,4.5,$$ - $$$,202,"66A Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.855452628739,144.992879463822,19957,Windsor,0.1,<=250 m
Il Gambero,4,$$ - $$$,322,"166 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.803289614526,144.966738068018,19842,Melbourne Central,0.824,500–1000 m
Viet Kitchen,4.5,$,130,"110 Hopkins St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.799817997869,144.901676981198,20025,Footscray,0.194,<=250 m
Radio Mexico Taqueria & Bar,4,$$ - $$$,288,"11-13 Carlisle St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.867051673991,144.97924168826,19956,Balaclava,1.282,>1000 m
Mister Bianco,4,$$ - $$$,214,"285 High St, Kew, Boroondara, Victoria 3101 Australia",-37.805085982105,145.035132973006,19904,Glenferrie,1.825,>1000 m
Kekou,5,$$ - $$$,64,"396 Bridge Road, Richmond, Yarra, Victoria 3121 Australia",-37.819340037098,145.004683614245,19906,Burnley,0.948,500–1000 m
The Abyssinian,4.5,$$ - $$$,113,"277 Racecourse Rd, Melbourne, Victoria 3031 Australia",-37.788609004481,144.931801960306,20040,Newmarket,0.286,250–500 m
Blue Chillies,4.5,$$ - $$$,145,"182 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.802064976563,144.978037963145,19843,Parliament,1.096,>1000 m
Caffe e Torta,4,$$ - $$$,289,"314 Little Collins St, Melbourne, Victoria 3000 Australia",-37.814917786892,144.964261299448,19854,Flinders Street,0.445,250–500 m
Gimlet At Cavendish House,4.5,$$$$,104,"33 Russell St, Melbourne, Victoria 3000 Australia",-37.815963219766,144.969242077772,19854,Flinders Street,0.328,250–500 m
Pascale Bar & Grill,4.5,$$$$,161,"133 Russell St Level 1, Melbourne, Victoria 3000 Australia",-37.813332601363,144.968060564701,19843,Parliament,0.496,250–500 m
Spice Temple,4,$$$$,1311,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Southbank, Melbourne, Victoria 3006 Australia",-37.823665224865,144.958902664929,22180,Southern Cross,0.916,500–1000 m
Ludlow Bar & Dining Room,3.5,$$ - $$$,702,"6 Riverside Qy, Melbourne, Victoria 3006 Australia",-37.820635837419,144.963763246762,19854,Flinders Street,0.382,250–500 m
Sunda,4.5,$$ - $$$,111,"18 Punch lane, Melbourne, Victoria 3000 Australia",-37.810443946072,144.971097160583,19843,Parliament,0.173,<=250 m
The General Assembly,4,$$ - $$$,269,"29 South Wharf Prom, Melbourne, Victoria 3006 Australia",-37.82400498531,144.948477924312,22180,Southern Cross,0.722,500–1000 m
Shoya,4,$$$$,216,"25 Market Lane, Melbourne, Victoria 3000 Australia",-37.811752570705,144.969118947615,19843,Parliament,0.342,250–500 m
Pilgrim Bar,4,$$ - $$$,175,"Vaults 15-19 Federation Wharf Federation Square, Melbourne, Victoria 3000 Australia",-37.817513536577,144.969570564558,19854,Flinders Street,0.245,<=250 m
White Mojo Speciality Coffee & Roaster,4,$$ - $$$,203,"115 Hardware St, Melbourne, Victoria 3000 Australia",-37.812091912055,144.960393386409,19842,Melbourne Central,0.308,250–500 m
Dip In Cafe,4.5,$$ - $$$,100,"20-22 McKillop St, Melbourne, Victoria 3000 Australia",-37.815176494334,144.96182082452,19854,Flinders Street,0.57,500–1000 m
Laurent Bakery,4,$$ - $$$,352,"306 Little Collins St, Melbourne, Victoria 3000 Australia",-37.814879397775,144.964421226161,19854,Flinders Street,0.442,250–500 m
One Eleven,4,$$$$,175,"111 Spring Street The Hotel Windsor, Melbourne, Victoria 3000 Australia",-37.811973224306,144.973031871474,19843,Parliament,0.103,<=250 m
Mister and Miss Cafe,4,$$ - $$$,199,"Mont Albert Victoria 711-713 Whitehorse Rd, Mont Albert, Whitehorse, Victoria 3127 Australia",-37.815615999427,145.105808007114,49343,Union,1.01,>1000 m
Steer Dining Room,4.5,$$ - $$$,76,"15 Claremont St, Melbourne, Victoria 3141 Australia",-37.837634462788,144.993684797079,19959,South Yarra,0.149,<=250 m
Cafe Segovia,4,$$ - $$$,297,"33 Block Place, Melbourne, Victoria 3000 Australia",-37.815173979763,144.964242775442,19854,Flinders Street,0.422,250–500 m
Hopscotch,3.5,$$ - $$$,589,"Ground Floor, 4 Riverside Quay Southbank, Melbourne, Victoria 3006 Australia",-37.820753854616,144.96329419546,19854,Flinders Street,0.422,250–500 m
Walkers Doughnuts,4.5,$,127,"26/2 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.817650287327,144.965005780088,19854,Flinders Street,0.187,<=250 m
Saint Crispin,4,$$$$,332,"300 Smith St, Collingwood, Yarra, Victoria 3066 Australia",-37.800245223474,144.984288013067,19975,Victoria Park,0.901,500–1000 m
Nevsky Russian Restaurant,4.5,$$ - $$$,160,"476 Glen Huntly Rd, Elsternwick, Glen Eira, Victoria 3185 Australia",-37.885345010034,145.007780978925,19954,Elsternwick,0.608,500–1000 m
Marios Cafe,4,$$ - $$$,225,"303 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.797960442397,144.978309872084,19975,Victoria Park,1.424,>1000 m
Tim Ho Wan,4,$$ - $$$,361,"206 Bourke St, Melbourne, Victoria 3000 Australia",-37.812913548114,144.967020454336,19842,Melbourne Central,0.511,500–1000 m
Rosetta,4,$$$$,996,"Crown Entertainment Complex 8 Whiteman St Crown Complex, Melbourne, Victoria 3006 Australia",-37.823665224865,144.958902664929,22180,Southern Cross,0.916,500–1000 m
Chez Olivier,4.5,$$ - $$$,356,"268 Toorak Rd, South Yarra, Victoria 3141 Australia",-37.839741924703,144.996272039132,19959,South Yarra,0.374,250–500 m
Le Bon Ton,4,$$ - $$$,306,"51 Gipps St, Collingwood, Yarra, Victoria 3066 Australia",-37.804809882215,144.98857837402701,19976,Collingwood,0.455,250–500 m
Boosa,4.5,$$ - $$$,97,"716 Centre Rd, Bentleigh, Glen Eira, Victoria 3165 Australia",-37.921179657765,145.057971312226,19939,Bentleigh,1.887,>1000 m
Da Noi,4,$$$$,274,"95 Toorak Rd South Yarra, Melbourne, Victoria 3141 Australia",-37.83857264921,144.989655532404,19959,South Yarra,0.236,<=250 m
Bibelot,4.5,$$ - $$$,80,"285-287 Coventry St, Melbourne, Victoria 3205 Australia",-37.832651714716,144.958228843733,22180,Southern Cross,1.742,>1000 m
